Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
paul e,Jan 2020,1.0 of 5 bubbles,Very disappointed,"well here goes, first I was quoted a price face to face ,from the 12 th checking out the 19th. Contingent on me cancelling my present reservation. After I cancelled and call the hotel they changed the price for the first 3 days, personally I spoke to the manager and received a discount, but not what I was quoted. First night there in a suite and the ceiling light stay on direct over my head, finally got maintance to take the light bulb out.,next the pool area has signs that state what not to ware , more than once I saw them swimming I yes shirts, dirty at that, it looked like they were using the pool for a washing machine, I never used again. The pool was loaded with screaming kids ,the children pool was empty,go figure?. My companion  mentioned that she could not even use the bathroomdown in the lobby as there were three women changing there cloths on the bathroom floor. Taking a shower I looked for a FACE cloth,none?? I am in a suite,what do I use to wash my personal areas?? Received them after I requested. Food good but very over priced, $65  for a steak,  now I understand why there were family's with Jollybee bags of food thew out the lobby. Beautiful lobby, and reception areas,well staffed,very polite. Very disappointed with a new 5star hotel. I have more but no room to print.",January 2020,NA
John vincent Fiscal,Jan 2020,5.0 of 5 bubbles,Sinulog Dinner @ Bai,"Staff was all accomodating especially Wendyl.. We will definitely comeback.  Food variety was also excellent....large buffet set up,  just sad we booked last minute to enjoy the rest of the display. See you all soon.",January 2020,NA
Phil Shik Kim,Jan 2020,5.0 of 5 bubbles,Nice place and staffs,"This hotel gives you a nice breakfast and room is very clean. All of staffs are very kindly really. You can feel it the entrance security of hotel. If you have a chance you can watch a shot at first floor. And this hotel has a nice pool and a nice bar at 23 floor. You can go there at 22 floor on foot. At night you can see wonderful night view at the bar. I saw a fireworks nearby. There are many nice staffs but especially Klarc is the best staff at the bar. Thanks a lot Klarc. Within 5 minutes distance on foot. there is a mall and restaurants. If you don't want to use hotel restaurant, go there and enjoy. some restaurants are very popular so you may be waited. 정말로 좋은 곳입니다. 깨끗하고, 아침 식사도 훌륭하구요. 다음에 또 방문할 것 같은 곳. 불금에는 테이블 당 최소 2000 페소어치를 먹어야 하는 것 같더라구요. 입장할 때 2000 페소 정도 먹어야 한다는 소리하는 것으로 들렸어요.",January 2020,NA
Helen S,Jan 2020,5.0 of 5 bubbles,Great place to stay in Cebu,We stayed here over the Christmas/New Year period and the New Year party was one of the best I have been to in a long time. We had fabulous views from the roof terrace to see all the fireworks going off over the city..We stayed on the Executive floor and it was really nice to have the extra space of the living room and kitchen area if you wanted to eat in. The rooms are spacious and well appointed which make up for the bathroom being quite dark and small.Overall a great hotel and really enjoyed our stay.,December 2019,NA
hanumaniloilo,Dec 2019,5.0 of 5 bubbles,"Very nice hotel in Mandaue, Cebu","I booked for a 4 nights using discount vouchers that a friend shared. I must say even without the discount I'll stay here again! First of all, the breakfast buffet is excellent with a varied offering (including an Indian section!), I ended up doing some of my meetings there. Secondly, the staff was very courteous specially room service and the wait staff at breakfast and at the lobby restaurant. Last but not least, it is near the malls and the airport, I ended up doing one meeting a day so I could.have time to enjoy this hotel and it's environs!",June 2019,NA
Gemma C,Dec 2019,5.0 of 5 bubbles,High School Reunion barch 1986 usc ghs,The staff are efficient and prompt. It is top amazing service with a smilr. Two thumbs up to all staff and i must say the food is delicious . The venue and set up are well arranged. Job well sone to all banquef staff,December 2019,NA
Joylen Gazendam,Dec 2019,5.0 of 5 bubbles,Honey moon,Bai hotel is amazing the crew the aminities everything for me is excellent . Our room has a beautiful view of the ocean . The pool side was so great I love to stay there for star gazing and the food was great too..I love to come back again 🥰👍👍👍,December 2019,NA
Rosalinda G,Dec 2019,5.0 of 5 bubbles,Executive Suite,I was on vacation w/ my family in Cebu and chech in at  Bai Hotel is the best place I ever had the service is impeccable every body  is helpful and courteous speciall at the executive club lounge I was late with my dinner Jay accommodated us with a wonderful service and also Jandal my breakfast experience is unforgettable also Daneka she  make the check out really fast. Thank you everybody to Bai staff. See you soon definitely I will recommend this place you will love it and the food is yummy.,December 2019,NA
Marge,Dec 2019,5.0 of 5 bubbles,Excellent service attendants at infinity pool❤️,"..checked in with my kids and take a plunged in their infinity pool. Kudos to their service attendants Melvin and Jan for the warmth welcome and accommodation. ❤️Definitely, will tell all my friends and family about our stay how warmth their employees. Their smile is very contagious. 😊",December 2019,NA
Andrew Gerard Lee,Dec 2019,5.0 of 5 bubbles,A Memorable Staff Christmas Party at Cafe Bai,"This year, our team decided to go somewhere and celebrate our christmas party out of the office.  Looking into different choices in the city: i knew that bai Hotel would be a perfect venue. Aside from the Wonderful, refreshing and good ambiance this hotel offer, they have always step up their game when it comes to the perfect cebuana hospitality. As much as i would want to thank and mention every staff for their sacrifice and working their holidays just to serve, i can’t mention all. Instead, i’d like to address this to the whole staff of Cafe Bai for always maintaining the service that everyone needs despite the busy hours of the hotel. I would also like to thank them for their time, their smiles and their friendliness. As a frequent bai Hotel Visitor, i have always felt the love, the geniune hospitality of this hotel and this place will always have a special place in my heart. Ari mo diri mga bai! Wa juy mahayay!",December 2019,NA
SuperSonicStud,Dec 2019,4.0 of 5 bubbles,Nice stay ,Stayed four days at Bai hotel with the breakfast option included. I stayed in room 1433 it had a nice view. The hotel is fairly new and they have very helpful staff. Good security also. The breakfast buffet is pretty good with lots of options from Indian and Asian dishes also western as well. They have a nice rooftop pool and bar also. The price for a room was very reasonable.,December 2019,NA
Explore271877,Dec 2019,5.0 of 5 bubbles,Worldclass facilities,"The food is great and so many food choices during breakfast at cafe bai. Great venue for conferences, meetings and events. All the staffs are very accomodating and courteous from the marketing team down to the security guards.",December 2019,NA
hanumaniloilo,Dec 2019,5.0 of 5 bubbles,"Very nice hotel in Mandaue, Cebu","I booked for a 4 nights using discount vouchers that a friend shared. I must say even without the discount I'll stay here again! First of all, the breakfast buffet is excellent with a varied offering (including an Indian section!), I ended up doing some of my meetings there. Secondly, the staff was very courteous specially room service and the wait staff at breakfast and at the lobby restaurant. Last but not least, it is near the malls and the airport, I ended up doing one meeting a day so I could.have time to enjoy this hotel and it's environs!",June 2019,NA
Gemma C,Dec 2019,5.0 of 5 bubbles,High School Reunion barch 1986 usc ghs,The staff are efficient and prompt. It is top amazing service with a smilr. Two thumbs up to all staff and i must say the food is delicious . The venue and set up are well arranged. Job well sone to all banquef staff,December 2019,NA
Joylen Gazendam,Dec 2019,5.0 of 5 bubbles,Honey moon,Bai hotel is amazing the crew the aminities everything for me is excellent . Our room has a beautiful view of the ocean . The pool side was so great I love to stay there for star gazing and the food was great too..I love to come back again 🥰👍👍👍,December 2019,NA
Rosalinda G,Dec 2019,5.0 of 5 bubbles,Executive Suite,I was on vacation w/ my family in Cebu and chech in at  Bai Hotel is the best place I ever had the service is impeccable every body  is helpful and courteous speciall at the executive club lounge I was late with my dinner Jay accommodated us with a wonderful service and also Jandal my breakfast experience is unforgettable also Daneka she  make the check out really fast. Thank you everybody to Bai staff. See you soon definitely I will recommend this place you will love it and the food is yummy.,December 2019,NA
