Rating,Review Text,SA,Sentiment
5,returned stay last year gave hotel good review last time returned 19th feb 7 nights hotel spotlessly clean given room 17th floor large nicely furnished bed lovely soft luxurious pillows lobby great place meet friends family lovely pizzas cocktails breakfast buffet uno immense station freshly cooked eggs another pancakes waffles food every taste delicious hotel restaurants treff bar balcony enjoy warm nights praise go manager continued work tirelessly provide cebus best run hotel management team staff deserve highest accolade providing flawless experience return cebu august else consider staying,0.9919,Positive
5,great experience always booked via free gift certificate managers christmas party reservation hasslefree checkin superb kids loved swimming pool ambience hotel lobby,0.9686,Positive
4,hotel everything could ask breakfast buffet best cebu nice amenities pool gym really big hotel lot stores free shuttle ayala sm find good offer go hotel,0.9217,Positive
5,amazing hotel well situated ambiance immaculate staff much prepared access anytime showed proffesionasim highly commend uno staff meticulous artistic food preparation,0.8748,Positive
4,may say hotel nice food good thing bothered checked surprised front desk didnt expect number flock guest result delay check think little change system accepting guest thank,0.766,Positive
2,found outdoor pool complex checked info hotels facilities guide mapmor something guest knows hotel offeri asked see duty manager gave lady opinion hotel could provide guest better experience think maybe degree complacency occurredi left hotel feeling rather disappointed shame arrived setting first impression fantasticuntil got room 510 greeted dated worn furniture fittings lack info apart room service book tatty welcome booki believe hotel could give guest level enjoyment even staying cheapest roomi think much better value money hotels close,0.8225,Positive
2,good location near casino onlyif like casino stay better difficult call outside massage theripsetits hard staff looking tips casino good cozyread,0.8074,Positive
4,overall experience great however trying upgrade room superior ambassador wasnt accommodated properlyi went hotel around 3am hoping make upgrade made comeback morning find room wanted already booked could made upgrade went 1st time,0.886,Positive
1,decided colleague return hotel thats poor internet connection hotelthe breakfast must include arabic collection really care guests,0.101,Positive
5,great stay accomodating staff friendly need anything staff brings right away great location highly recommended close malls free shuttle available would definitely stay,0.9612,Positive
5,recently stayed hotel throughly enjoyed facility great food choices good hotel staff friendly helpful cebu area looking luxury experience highly recommend waterfront,0.9589,Positive
5,relaxing stay room 14th floor nice view pool area nice children casino like europe except roulette didnt know table games taxi ayala mall cost 50 php luggage stored without charge come back,0.8834,Positive
4,hotel needs refurbishment since quite old structure already service really good events team great job flexible accommodating enough attend needs team agencies hard time processing permits,0.8313,Positive
5,utilize hotel want nice staycation currently live cebu celebration valentines day customer service amazing rooms bed initially booked upgraded us next room amazing customer service love staying hotel brand far cebu best complaint really hotel restaurant dinner buffet get price definitely go breakfast hand super amazing far best cebu opinion dinner buffer selection quality food 1000 php head definitely worth,0.9908,Positive
