Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Kelly B,Dec 2022,5.0 of 5 bubbles,Harold's and HCafe Team,"It's my first time staying at Harold's for my work trip in Cebu and it has been a great experience. Everyone was nice and a pleasure to deal with. The free brealfast is alwo worth the buck with a wide selection of food. I would commend their HCafe staff. Their supervisor Plisken and his staff Vilma, Jason and OJTs Jackie, Anna, Joseph, John Michael, and Rodito were awesome! Their warm greetings is one of the things I look forward to when I arrive. They always make sure that I have everything I need. Even with a lot of people dining, they are very keen and observant and promptly offers to provide assistance. Such a joy to see this team work. Very professional and ine of the best services so far.",October 2022,NA
Nicola S,Dec 2022,5.0 of 5 bubbles,A MUST VISIT,HAD THE BEST EXPERIENCE! 5/5! GOOD BREAKFAST! GOOD ACCOMMODATION! THE BEST AS I CAN SAY! We had a wonderful stay here at Harold’s. Kudos to the BEST ACCOMMODATING STAFF every BREAKFAST.  A MUST VISIT.,December 2022,NA
Mary Rose,Nov 2022,5.0 of 5 bubbles, a must-visit place,"The setting was spotless, inviting, and very soothing. Fresh, enticing, and delectable delicacies were being served. Creative and beautiful food presentations were used. The location, atmosphere, and tranquil music were all extremely wonderful. While dining here, you can undoubtedly unwind and enjoy yourself. From the beginning to the conclusion, the staff members were all incredibly courteous. Every time a consumer needed assistance, the staff members were all incredibly responsive. Undoubtedly a must-visit location for me, particularly when I want to unwind in the city. Our stay at Harolds was fantastic because of the staff's endearing personalities.",November 2022,NA
Jervhane Anne N,Nov 2022,3.0 of 5 bubbles,So-so .,The service was good especially the service crews namely: Epbrahim and Danica but the food was not worth the price that we are paying. And they are stating that they have a discount if you are working as a BPO representative but we didn't feel the discount.,December 2022,NA
Myla M,Nov 2022,5.0 of 5 bubbles,My friend birthday,"The food was great and lot of selections.. The service is excellent 10/10 star. I wil recommend this Hotel to all my friends. Will surely come back again.. Thanks to the staff and ojts.. Joseph.,jason,ana,jackie,joshua and the best supervisor Plisken..",November 2022,NA
Elbert T,Nov 2022,5.0 of 5 bubbles,"TEAM HCAPE- SUPERVISOR: PLISKEN, STAFF-:JASON,VILMA, OJTS: JACKIE, ANNA, DHANICA, EPHRAHIM, RIEL, JOHN MICHAEL","It's quite good, the room, the lobby and the restaurant everything is good and beautiful especially the staff so friendly. Also the staff on the restaurant was so nice and they were all smiling although I can't see because of the mask but I can feel that they're smiling, keep it up",November 2022,NA
Marie B,Nov 2022,4.0 of 5 bubbles,Good,"H caffe breakfast masarap food and super friendly ang mga staff.Specially kla Vilma, jason. Ojt anna marie, jackie, riel, john michael, joshua, dhanica, epbrahem. Mababait cla khit me makulit na kid na ksma.",November 2022,NA
Floramae C,Nov 2022,5.0 of 5 bubbles,Thanks to hcafe team,"The staffs are friendly and accomodating thank u to supervisor Plisken and shoutout to ojt joseph, marie, and jackie, cashier mariel, and staff jason. The food is delicious, the ambiance is nice, and cozy",November 2022,NA
Glen E,Dec 2022,5.0 of 5 bubbles,HCafe Team,We are a fan of Harolds buffet even before pandemic. We still love the food and of course the hospitality of the HCafe Staff. We always look forward to coming back here at Harolds Cafe! Thank you to Supervisor Plisken!,December 2022,NA
Kelly B,Dec 2022,5.0 of 5 bubbles,Harold's and HCafe Team,"It's my first time staying at Harold's for my work trip in Cebu and it has been a great experience. Everyone was nice and a pleasure to deal with. The free brealfast is alwo worth the buck with a wide selection of food. I would commend their HCafe staff. Their supervisor Plisken and his staff Vilma, Jason and OJTs Jackie, Anna, Joseph, John Michael, and Rodito were awesome! Their warm greetings is one of the things I look forward to when I arrive. They always make sure that I have everything I need. Even with a lot of people dining, they are very keen and observant and promptly offers to provide assistance. Such a joy to see this team work. Very professional and ine of the best services so far.",October 2022,NA
Nicola S,Dec 2022,5.0 of 5 bubbles,A MUST VISIT,HAD THE BEST EXPERIENCE! 5/5! GOOD BREAKFAST! GOOD ACCOMMODATION! THE BEST AS I CAN SAY! We had a wonderful stay here at Harold’s. Kudos to the BEST ACCOMMODATING STAFF every BREAKFAST.  A MUST VISIT.,December 2022,NA
Mary Rose,Nov 2022,5.0 of 5 bubbles, a must-visit place,"The setting was spotless, inviting, and very soothing. Fresh, enticing, and delectable delicacies were being served. Creative and beautiful food presentations were used. The location, atmosphere, and tranquil music were all extremely wonderful. While dining here, you can undoubtedly unwind and enjoy yourself. From the beginning to the conclusion, the staff members were all incredibly courteous. Every time a consumer needed assistance, the staff members were all incredibly responsive. Undoubtedly a must-visit location for me, particularly when I want to unwind in the city. Our stay at Harolds was fantastic because of the staff's endearing personalities.",November 2022,NA
Jervhane Anne N,Nov 2022,3.0 of 5 bubbles,So-so .,The service was good especially the service crews namely: Epbrahim and Danica but the food was not worth the price that we are paying. And they are stating that they have a discount if you are working as a BPO representative but we didn't feel the discount.,December 2022,NA
Myla M,Nov 2022,5.0 of 5 bubbles,My friend birthday,"The food was great and lot of selections.. The service is excellent 10/10 star. I wil recommend this Hotel to all my friends. Will surely come back again.. Thanks to the staff and ojts.. Joseph.,jason,ana,jackie,joshua and the best supervisor Plisken..",November 2022,NA
Elbert T,Nov 2022,5.0 of 5 bubbles,"TEAM HCAPE- SUPERVISOR: PLISKEN, STAFF-:JASON,VILMA, OJTS: JACKIE, ANNA, DHANICA, EPHRAHIM, RIEL, JOHN MICHAEL","It's quite good, the room, the lobby and the restaurant everything is good and beautiful especially the staff so friendly. Also the staff on the restaurant was so nice and they were all smiling although I can't see because of the mask but I can feel that they're smiling, keep it up",November 2022,NA
Marie B,Nov 2022,4.0 of 5 bubbles,Good,"H caffe breakfast masarap food and super friendly ang mga staff.Specially kla Vilma, jason. Ojt anna marie, jackie, riel, john michael, joshua, dhanica, epbrahem. Mababait cla khit me makulit na kid na ksma.",November 2022,NA
Floramae C,Nov 2022,5.0 of 5 bubbles,Thanks to hcafe team,"The staffs are friendly and accomodating thank u to supervisor Plisken and shoutout to ojt joseph, marie, and jackie, cashier mariel, and staff jason. The food is delicious, the ambiance is nice, and cozy",November 2022,NA
Glen E,Dec 2022,5.0 of 5 bubbles,HCafe Team,We are a fan of Harolds buffet even before pandemic. We still love the food and of course the hospitality of the HCafe Staff. We always look forward to coming back here at Harolds Cafe! Thank you to Supervisor Plisken!,December 2022,NA
Kelly B,Dec 2022,5.0 of 5 bubbles,Harold's and HCafe Team,"It's my first time staying at Harold's for my work trip in Cebu and it has been a great experience. Everyone was nice and a pleasure to deal with. The free brealfast is alwo worth the buck with a wide selection of food. I would commend their HCafe staff. Their supervisor Plisken and his staff Vilma, Jason and OJTs Jackie, Anna, Joseph, John Michael, and Rodito were awesome! Their warm greetings is one of the things I look forward to when I arrive. They always make sure that I have everything I need. Even with a lot of people dining, they are very keen and observant and promptly offers to provide assistance. Such a joy to see this team work. Very professional and ine of the best services so far.",October 2022,NA
Nicola S,Dec 2022,5.0 of 5 bubbles,A MUST VISIT,HAD THE BEST EXPERIENCE! 5/5! GOOD BREAKFAST! GOOD ACCOMMODATION! THE BEST AS I CAN SAY! We had a wonderful stay here at Harold’s. Kudos to the BEST ACCOMMODATING STAFF every BREAKFAST.  A MUST VISIT.,December 2022,NA
Mary Rose,Nov 2022,5.0 of 5 bubbles, a must-visit place,"The setting was spotless, inviting, and very soothing. Fresh, enticing, and delectable delicacies were being served. Creative and beautiful food presentations were used. The location, atmosphere, and tranquil music were all extremely wonderful. While dining here, you can undoubtedly unwind and enjoy yourself. From the beginning to the conclusion, the staff members were all incredibly courteous. Every time a consumer needed assistance, the staff members were all incredibly responsive. Undoubtedly a must-visit location for me, particularly when I want to unwind in the city. Our stay at Harolds was fantastic because of the staff's endearing personalities.",November 2022,NA
Jervhane Anne N,Nov 2022,3.0 of 5 bubbles,So-so .,The service was good especially the service crews namely: Epbrahim and Danica but the food was not worth the price that we are paying. And they are stating that they have a discount if you are working as a BPO representative but we didn't feel the discount.,December 2022,NA
Myla M,Nov 2022,5.0 of 5 bubbles,My friend birthday,"The food was great and lot of selections.. The service is excellent 10/10 star. I wil recommend this Hotel to all my friends. Will surely come back again.. Thanks to the staff and ojts.. Joseph.,jason,ana,jackie,joshua and the best supervisor Plisken..",November 2022,NA
Elbert T,Nov 2022,5.0 of 5 bubbles,"TEAM HCAPE- SUPERVISOR: PLISKEN, STAFF-:JASON,VILMA, OJTS: JACKIE, ANNA, DHANICA, EPHRAHIM, RIEL, JOHN MICHAEL","It's quite good, the room, the lobby and the restaurant everything is good and beautiful especially the staff so friendly. Also the staff on the restaurant was so nice and they were all smiling although I can't see because of the mask but I can feel that they're smiling, keep it up",November 2022,NA
Marie B,Nov 2022,4.0 of 5 bubbles,Good,"H caffe breakfast masarap food and super friendly ang mga staff.Specially kla Vilma, jason. Ojt anna marie, jackie, riel, john michael, joshua, dhanica, epbrahem. Mababait cla khit me makulit na kid na ksma.",November 2022,NA
Floramae C,Nov 2022,5.0 of 5 bubbles,Thanks to hcafe team,"The staffs are friendly and accomodating thank u to supervisor Plisken and shoutout to ojt joseph, marie, and jackie, cashier mariel, and staff jason. The food is delicious, the ambiance is nice, and cozy",November 2022,NA
Glen E,Dec 2022,5.0 of 5 bubbles,HCafe Team,We are a fan of Harolds buffet even before pandemic. We still love the food and of course the hospitality of the HCafe Staff. We always look forward to coming back here at Harolds Cafe! Thank you to Supervisor Plisken!,December 2022,NA
Kelly B,Dec 2022,5.0 of 5 bubbles,Harold's and HCafe Team,"It's my first time staying at Harold's for my work trip in Cebu and it has been a great experience. Everyone was nice and a pleasure to deal with. The free brealfast is alwo worth the buck with a wide selection of food. I would commend their HCafe staff. Their supervisor Plisken and his staff Vilma, Jason and OJTs Jackie, Anna, Joseph, John Michael, and Rodito were awesome! Their warm greetings is one of the things I look forward to when I arrive. They always make sure that I have everything I need. Even with a lot of people dining, they are very keen and observant and promptly offers to provide assistance. Such a joy to see this team work. Very professional and ine of the best services so far.",October 2022,NA
